33509012_105.cml_Information_0	Information	"Information"
33509012_105.cml_Information_1	Information	"Using this Owner's Manual

 
		
			Orientation

 
			The fastest way to find information on a particular topic is by using the index.

			An initial overview of the vehicle is provided in the  Search by pictures .

		
		
			Updates made after the editorial deadline

 
			Due to updates after the editorial deadline, differences may exist between the printed Owner's Manual and the following Owner's Manuals:

			- 
- Integrated Owner's Manual in the vehicle.
- 
- Online Owner's Manual.
- 
- BMW Driver's Guide app.
- 
			Notes on updates can be found in the appendix of the printed Owner's Manual for the vehicle."
33509012_105.cml_Information_2	Information	"Additional sources of information

 
		
A dealer's service center will be glad to answer additional questions at any time.
 
		
A dealer's service center will be glad to answer additional questions at any time.
 
		
			Internet

 
			
Information on BMW, e.g., on technology, is available on the Internet: www.bmw.com.
 
			
include text 15
 
			
Information on BMW, e.g., on technology, is available on the Internet: www.bmwusa.com.
 
		
		
			BMW Driver's Guide App

 
			

 
			The Owner's Manual is available in many countries as an app. Additional information on the Internet:

			
				www.bmw.com/bmw_drivers_guide"
33509012_105.cml_Information_3	Information	"Symbols and displays

 
		
			Symbols in the Owner's Manual

 
			
				
				
kennzeichnet Warnhinweise, die Sie unbedingt beachten sollten zu Ihrer eigenen Sicherheit, der Sicherheit anderer und um Ihr Fahrzeug vor Schäden zu bewahren.
 
				
Indicates precautions that must be followed precisely in order to avoid the possibility of personal injury and serious damage to the vehicle.
 
			

			
				
				
bezieht sich auf Maßnahmen, die zum Schutz der Umwelt beitragen.
 
				
Refers to measures that can be taken to help protect the environment.
 
			

			
				
„...  kennzeichnet Texte an einem Display im Fahrzeug zur Auswahl von Funktionen.
 
				
 ...  Identifies display texts in vehicle used to select individual functions.
 
			

			
 ...  kennzeichnet Kommandos für das Spracheingabesystem.
 
							
 ...  Verbal instructions to use with the voice activation system.
 
			
  ...   kennzeichnet Antworten des Spracheingabesystems.
 
							
  ...   Identifies the answers generated by the voice activation system.
 
		
		
			Action steps

 
			Action steps to be carried out are presented as numbered list. The steps must be carried out in the defined order.

			1. 
2. First action step.
3. 
4. Second action step.
5. 
		
		
			Enumerations

 
			Enumerations without mandatory order or alternative possibilities are presented as list with bullet points.

			- 
- First possibility.
- 
- Second possibility.
- 
		
		
			Symbols on vehicle components

 
			
				
				
weist Sie an Fahrzeugteilen darauf hin, diese Betriebsanleitung zurate zu ziehen.
 
				
Indicates that you should consult the relevant section of this Owner's Manual for information on a particular part or assembly."
33509012_105.cml_Information_4	Information	"Vehicle features and options

 
		The Integrated Owner's Manual describes the standard, country-specific and optional equipment in a manner that for the most part is specific to the vehicle. If possible, only equipment is described that is actually installed in the vehicle. However, in individual cases equipment may be mentioned that is not present in the vehicle.

		This also applies to safety-related functions and systems.

		The respectively applicable country provisions must be observed when using the respective features and systems.

		For any options and equipment not described in this Owner's Manual, refer to the Supplementary Owner's Manuals.

		
On right-hand drive vehicles, some control elements are arranged differently from what is shown in the illustrations.
 
		
include text 1"
33509012_105.cml_Information_5	Information	"Built date

 
					The build date of your vehicle is located on the door pillar of the driver's door.

					The build date is defined as the calendar month and the calendar year in which the body shell and the power train subassemblies are conjoined and the vehicle is driven or moved from the production line.
 
Status of the Owner's Manual

 
					
Basic information

 
									The manufacturer of your vehicle pursues a policy of constant development that is conceived to ensure that our vehicles continue to embody the highest quality and safety standards. In rare cases, therefore, the features described in this Owner's Manual may differ from those in your vehicle.
 
					
For Australia/New Zealand: basic information

 
									When reading this Owner's Manual, please bear the following in mind: to ensure that our vehicles continue to embody the highest quality and safety standards, we pursue a policy of continuous, ongoing development. Because modifications in the design of both vehicles and accessories may be introduced at any time, your own vehicle's equipment may vary from that described in this Owner's Manual. For the same reason, it is also impossible to guarantee that all descriptions will be completely accurate in all respects.

									We must therefore ask for your understanding of the fact that we are unable to recognize legal claims based on discrepancies between the data, illustrations and descriptions in this Owner's Manual and your own vehicle's equipment. Please also note that some of the optional equipment described in this Owner's Manual is not available on Australian models due to restrictions imposed by Australian Design Rules and other requirements.

									If you have any questions, your dealer's service center or another qualified service center or repair shop will be glad to advise you.
 
					
						Updates made after the editorial deadline

 
						Due to updates after the editorial deadline, differences may exist between the printed Owner's Manual and the following Owner's Manuals:

						- 
- Integrated Owner's Manual in the vehicle.
- 
- Online Owner's Manual.
- 
- BMW Driver's Guide app.
- 
						Notes on updates can be found in the appendix of the printed Owner's Manual for the vehicle.
 
include text 2

 
					include text 3

					include text 4

					include text 4b"
33509012_105.cml_Information_6	Information	"Own safety

 
		
			Warranty

 
			
Your vehicle is technically configured for the operating conditions and registration requirements applying in the country of first delivery also known as homologation. If your vehicle is to be operated in a different country it might be necessary to adapt your vehicle to potentially differing operating conditions and permit requirements. If your vehicle does not comply with the homologation requirements in a certain country you may not be able to lodge warranty claims for your vehicle there. Consult a service center for more information.
 
			
Your vehicle is technically configured for the operating conditions and registration requirements applying in the country of first delivery also known as homologation. If your vehicle is to be operated in a different country it might be necessary to adapt your vehicle to potentially differing operating conditions and permit requirements. If your vehicle does not comply with the homologation requirements in a certain country you may not be able to lodge warranty claims for your vehicle there. Further information on warranty is available from a dealer's service center.
 
		
		
			Maintenance and repairs

 
			
Advanced technology, for example, the use of modern materials and high-performance electronics, requires suitable maintenance and repair work.
 
			
The manufacturer of the vehicle recommends that you entrust corresponding procedures to a BMW dealer's service center. If you choose to use another service facility, BMW recommends use of a facility that performs work, for example maintenance and repair, according to BMW specifications with properly trained personnel, referred to in this Owner's Manual as another qualified service center or repair shop.
 
			
If work is not carried out properly, for example maintenance and repair, there is a risk of subsequent damages and related safety risks.
 
			
Advanced technology, e.g., the use of modern materials and high-performance electronics, requires suitable maintenance and repair work.
 
			
The manufacturer of the vehicle recommends that you entrust corresponding procedures to a BMW dealer's service center. If you choose to use another service facility, BMW recommends use of a facility that performs work, e.g. maintenance and repair, according to BMW specifications with properly trained personnel, referred to in this Owner's Manual as  another qualified service center or repair shop .
 
			
If work is performed improperly, e.g. maintenance and repair, there is a risk of subsequent damage and related safety risks.
 
		
		
Parts and accessories

 
						
BMW recommends using parts and accessories approved by BMW for this purpose.
 
						
include text 5
 
						The BMW center is the right contact for genuine BMW parts and accessories, other products approved by BMW and related qualified advice.

						BMW has tested these products for safety and suitability in relation to BMW vehicles.

						BMW assumes product responsibility for genuine BMW parts and accessories. However, we cannot assume any responsibility whatsoever for parts and accessories that have not been specifically approved by BMW. Include text 6 

						
BMW cannot evaluate whether each individual product from another manufacturer can be used with BMW vehicles without presenting a safety hazard. This guarantee does not apply when country-specific government approval has been granted. Testing of this kind may fail to embrace the entire range of potential operating conditions to which components might be exposed on BMW vehicles. Such products could conceivably fail to comply with BMW's own stringent quality standards.
 
						
include text 7
 
		
Parts and accessories

 
						BMW recommends the use of parts and accessory products approved by BMW.

						Approved parts and accessories, and advice on their use and installation are available from a BMW dealer's service center.

						BMW parts and accessories were tested by BMW for their safety and suitability in BMW vehicles.

						BMW warrants genuine BMW parts and accessories.

						BMW does not evaluate whether each individual product from another manufacturer can be used with BMW vehicles without presenting a safety hazard, even if a country-specific official approval was issued. BMW does not evaluate whether these products are suitable for BMW vehicles under all usage conditions.
 
		
California Proposition 65 Warning

 
						California laws require us to state the following warning:

						Engine exhaust and a wide variety of automobile components and parts, including components found in the interior furnishings in a vehicle, contain or emit chemicals known to the State of California to cause cancer and birth defects and reproductive harm. In addition, certain fluids contained in vehicles and certain products of component wear contain or emit chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. Battery posts, terminals and related accessories contain lead and lead compounds. Wash your hands after handling. Used engine oil contains chemicals that have caused cancer in laboratory animals. Always protect your skin by washing thoroughly with soap and water.
 
		
Service and warranty

 
						We recommend that you read this publication thoroughly. Your vehicle is covered by the following warranties:

						- 
- New Vehicle Limited Warranty.
- 
- Rust Perforation Limited Warranty.
- 
- Federal Emissions System Defect Warranty.
- 
- Federal Emissions Performance Warranty.
- 
- California Emission Control System Limited Warranty.
- 
						Detailed information about these warranties is listed in the Service and Warranty Information Booklet for US models or in the Warranty and Service Guide Booklet for Canadian models.

						Your vehicle has been specifically adapted and designed to meet the particular operating conditions and homologation requirements in your country and continental region in order to deliver the full driving pleasure while the vehicle is operated under those conditions. If you wish to operate your vehicle in another country or region, you may be required to adapt your vehicle to meet different prevailing operating conditions and homologation requirements. You should also be aware of any applicable warranty limitations or exclusions for such country or region. In such case, please contact Customer Relations for further information.
 
		
Maintenance

 
						Maintain the vehicle regularly to sustain the road safety, operational reliability and the New Vehicle Limited Warranty.

						Specifications for required maintenance measures:

						- 
- BMW Maintenance system
- 
- Service and Warranty Information Booklet for US models
- 
- Warranty and Service Guide Booklet for Canadian models
- 
						If the vehicle is not maintained according to these specifications, this could result in serious damage to the vehicle. Such damage is not covered by the BMW New Vehicle Limited Warranty."
33509012_105.cml_Information_7	Information	"Data memory

 
		Many electronic components on your vehicle are equipped with data memories that temporarily or permanently store technical information about the condition of the vehicle, events and faults. This technical information generally records the state of a component, a module, a system or the environment:

		- 
- Operating mode of system components, fill levels for instance.
- 
- Status messages for the vehicle and from its individual components, e.g., wheel rotation speed/vehicle speed, deceleration, transverse acceleration.
- 
- Malfunctions and faults in important system components, e.g., lights and brakes.
- 
- Responses by the vehicle to special situations such as airbag deployment or engaging the stability control system.
- 
- Ambient conditions, such as temperature.
- 
		This data is purely technical in nature and is used to detect and correct faults and to optimize vehicle functions. Motion profiles over routes traveled cannot be created from this data. When service offerings are used, e.g., repair services, service processes, warranty claims, quality assurance, this technical information can be read out from the event and fault memories by employees of a dealer's service center or another qualified service center or repair shop, including the manufacturer, using special diagnostic tools. You can obtain further information there if you need it. After an error is corrected, the information in the fault memory is deleted or overwritten on a continuous basis.

		With the vehicle in use there are situations where you can associate these technical data with individuals if combined with other information, e.g., an accident report, damage to the vehicle, eye witness accounts — possibly with the assistance of an expert.

		Additional functions that are contractually agreed with the customer - such as vehicle emergency locating - you can transmit certain vehicle data from the vehicle."
33509012_105.cml_Information_8	Information	"Event data recorder EDR

 
					This vehicle is equipped with an event data recorder EDR. The main purpose of an EDR is to record, in certain crash or near crash-like situations, such as an airbag deployment or hitting a road obstacle, data that will assist in understanding how a vehicle's systems performed. The EDR is designed to record data related to the driving dynamics and safety systems for a short period of time, typically 30 seconds or less.

					The EDR in this vehicle is designed to record such data as:

					- 
- How various systems in your vehicle were operating.
- 
- Whether or not the driver and front passenger safety belts were fastened.
- 
- How far, if at all, the driver was depressing the accelerator and/or brake pedal.
- 
- How fast the vehicle was traveling.
- 
					This data can help provide a better understanding of the circumstances, in which crashes and injuries occur.

					EDR data is recorded by your vehicle only if a nontrivial crash situation occurs; no data is recorded by the EDR under normal driving conditions and no personal data, for example name, gender, age, and crash location, are recorded.

					However, other parties, such as law enforcement, could combine the EDR data with the type of personally identifying data routinely acquired during a crash investigation.

					To read data recorded by an EDR, special equipment is required, and access to the vehicle or the EDR is needed. In addition to the vehicle manufacturer, other parties, such as law enforcement, that have the special equipment, can read the information if they have access to the vehicle or the EDR.
 
Event Data Recorder EDR

 
					This vehicle is equipped with an event data recorder EDR. The main purpose of an EDR is to record, in certain crash or near crash-like situations, such as an air bag deployment or hitting a road obstacle, data that will assist in understanding how a vehicle's systems performed. The EDR is designed to record data related to vehicle dynamics and safety systems for a short period of time, typically 30 seconds or less.

					The EDR in this vehicle is designed to record such data as:

					- 
- How various systems in your vehicle were operating.
- 
- Whether or not the driver and passenger safety belts were fastened.
- 
- How far, if at all, the driver was depressing the accelerator and/or brake pedal.
- 
- How fast the vehicle was traveling.
- 
					These data can help provide a better understanding of the circumstances in which crashes and injuries occur.

					EDR data are recorded by your vehicle only if a nontrivial crash situation occurs; no data are recorded by the EDR under normal driving conditions and no personal data, e. g., name, gender, age, and crash location, are recorded.

					However, other parties, such as law enforcement, could combine the EDR data with the type of personally identifying data routinely acquired during a crash investigation.

					To read data recorded by an EDR, special equipment is required, and access to the vehicle or the EDR is needed. In addition to the vehicle manufacturer, other parties, such as law enforcement, that have the special equipment, can read the information if they have access to the vehicle or the EDR."
33509012_105.cml_Information_9	Information	"Vehicle identification number

 
		
			
			The vehicle identification number can be found in the engine compartment.

		
		
The vehicle identification number can also be found behind the windshield."
33509012_105.cml_Information_10	Information	"Reporting safety defects

 
					
For US customers

 
									The following only applies to vehicles owned and operated in the US.

									If you believe that your vehicle has a defect which could cause a crash or could cause injury or death, you should immediately inform the National Highway Traffic Safety Administration NHTSA, in addition to notifying BMW of North America, LLC, P.O. Box 1227, Westwood, New Jersey 07675-1227, Telephone 1-800-831-1117.

									If NHTSA receives similar complaints, it may open an investigation, and if it finds that a safety defect exists in a group of vehicles, it may order a recall and remedy campaign.

									However, NHTSA cannot become involved in individual problems between you, your dealer, or BMW of North America, LLC.

									To contact NHTSA, you may call the Vehicle Safety Hotline toll-free at 1-888-327-4236 (TTY: 1-800-424-9153); go to http://www.safercar.gov; or write to: Administrator, NHTSA, 400 Seventh Street, SW., Washington, DC 20590. You can also obtain other information about motor vehicle safety from http://www.safercar.gov.
 
					
For Canadian customers

 
									Canadian customers who wish to report a safety-related defect to Transport Canada, Defect Investigations and Recalls, may call the toll-free hotline 1-800-333-0510. You can also obtain other information about motor vehicle safety from http://www.tc.gc.ca/roadsafety."
33509012_105.cml_Information_11	Information	"Printed onboard literature

 
		
			Owner's Manual for Vehicle

 
			The printed Owner's Manual is located in the glove compartment or in the trunk.

		
		
BMW ALPINA Supplementary Owner's Manual

 
						The printed Supplementary Owner's Manual contains all features and explanations that differ from the BMW Owner's Manual.
 
		
			Supplementary Owner's Manuals

 
			Also follow the instructions of the Supplementary Owner's Manuals, which are included in addition to the onboard literature."
33509012_105.cml_Information_12	Information	"Note on manufacturing flaws

 
					Manufacturer: BMW KOREA Co.

					Address: Jung-gu, Toegye-ro, 100, State Tower, 14F, Seoul (zip code: 100-052)

					Contact number: 080-269-2200 (BMW Communication Center)

					If you are of the opinion that there is a danger of a traffic accident due to frequent malfunctions of the car, please contact BMW KOREA Co. or the Korea Automobile Testing & Research Institute (KATRI) of the Korea Transportation Safety Authority (KTSA) in the interest of your own safety and the safety of others.

					The Korea Automobile Testing & Research Institute records and analyzes consumer complaints and, if there is the suspicion of a manufacturing flaw, performs examinations that may lead to recalls by the manufacturer.

					Complaints department and customer service of the Korea Automobile Testing & Research Institute (KATRI):

					Korea Automobile Testing & Research Institute (KATRI) Tel.: 080-357-2500

					Website: information network for manufacturing flaws (www.car.go.kr)"
33509012_105.cml_Information_13	Information	"Imprint

 
		© 2016 Bayerische Motoren Werke

		Aktiengesellschaft

		Munich, Germany

		Reprinting, including excerpts, only with the written consent of BMW AG, Munich.

		
			Version

 
			03/16; R: N1.0, 20150720; ue 00, 20150720; TW: 20150911; G11"
33509065_203.cml_Information_0	Information	"After each engine start using the Start/Stop button, the Auto Start/Stop function is ready. The function is activated at speeds starting from approx. 5 km/h 5 km/h, approx. 3 mph . After every engine start via the Start/Stop button, the Auto Start/Stop function is activated or deactivated, according to the last setting. If the Auto Start/Stop function is active, it is available as soon as a speed of approx. 3 mph, approx. 5 km/h is exceeded. Depending on the selected driving mode, the system is automatically activated or deactivated."
33509113_967.cml_Options_for_use_0	Options for use	"Preparations

 To use the phone in the rear, the following steps need to be taken in accordance with how the phone will be used:
- Insert the SIM card in the snap-in adapter.
- Connect the mobile phone with the snap-in adapter via the SIM Access Profile (SAP).
- The snap-in adapter can also be connected to the vehicle."
33509113_967.cml_Options_for_use_1	Options for use	"Operation using the handset

 The concept

 Conversations can only be conducted directly using the handset.
Functional requirement

 - The snap-in adapter is installed in the vehicle.
- The SIM card is inserted in the snap-in adapter.
Or
The mobile phone is connected to the snap-in adapter via the SIM Access Profile (SAP)."
33509113_967.cml_Options_for_use_2	Options for use	"Operation using the hands-free system

 The concept

 Conversations can be conducted from the front via the hands-free system or directly via the handset.
Functional requirement

 - The snap-in adapter is installed in the vehicle.
- The SIM card is inserted in the snap-in adapter.
or
The mobile phone is connected to the snap-in adapter via the SIM Access Profile (SAP).
- The snap-in adapter is connected to the vehicle."
33509113_967.cml_Options_for_use_3	Options for use	"Operation using the Bluetooth headset

 The concept

 Calls can be conducted using the Bluetooth headset.
Functional requirement

 - The snap-in adapter is installed in the vehicle.
- The SIM card is inserted in the snap-in adapter.
or
The mobile phone is connected to the snap-in adapter via the SIM Access Profile (SAP).
- Connect the Bluetooth headset using the snap-in adapter."
33509206_592.cml_Interior_equipment_0	Interior equipment	"USB interface

 General information

 Observe the information regarding the connection of mobile devices to the USB interface in section USB connections.
In the center armrest

 A USB interface is located in the center armrest. In the center console

 A USB interface is located in the center console."
33509206_592.cml_Interior_equipment_1	Interior equipment	"Through-loading system

 General information

 The through-loading system allows the transport of long objects, such as skies.
Opening through-loading

 1. Fold down the center armrest.
2. Remove flap.
3. Pull handle down, arrow 1, and fold panel forward, arrow 2. Opening through-loading

 1. Fold down the center armrest.
2. Push the cover up until it engages.
3. Pull on the loop."
33509245_958.cml_Data_transfer_0	Data transfer	"The concept

 The data transfer status can be displayed during a service update."
33509245_958.cml_Data_transfer_1	Data transfer	"Displaying the data transfer

 About iDrive:
1.  ConnectedDrive 
2. Press button.
3.  Data transfer "
33509275_1050.cml_Hazard_warning_flashers_0	Hazard warning flashers	"The button is located in the center console."
33509428_29.cml_High_beams,_headl._flasher,_turn_signal_0	High beams, headl. flasher, turn signal	"High beams, headlight flasher

 - High beams, arrow 1.
- Headlight flasher, arrow 2."
33509428_29.cml_High_beams,_headl._flasher,_turn_signal_1	High beams, headl. flasher, turn signal	"Turn signal

 - On: press the lever beyond the resistance point.
- Off: briefly press the lever up or down.
- Brief signaling/triple turn signal activation: press the lever up or down to the resistance point."
33509522_44.cml_Electronic_oil_measurement_0	Electronic oil measurement	"Requirements

 Depending on the previous displays, the status display appears when the engine is running or after the vehicle has been driven for at least 30 minutes.
In the detailed measurement also:
- Vehicle is on a level road and the engine is running at operating temperature.
- Selector lever in selector lever position N or P and accelerator pedal not depressed."
33509522_44.cml_Electronic_oil_measurement_1	Electronic oil measurement	"Displaying the engine oil level

 About iDrive:
1.  My Vehicle 
2.  Vehicle status 
3.  Measure engine oil level Different messages appear on the Control Display depending on the engine oil level. Pay attention to these messages."
33509608_121.cml_Time_0	Time	"Setting the time zone

 About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Date and time 
4.  Time zone: 
5. Select desired setting.The setting is stored for the drive profile currently used."
33509608_121.cml_Time_1	Time	"Setting the time

 About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Date and time 
4.  Time: 
5. Turn the Controller until the desired hours are displayed.
6. Press the Controller.
7. Turn the Controller until the desired minutes are displayed.
8. Press the Controller.The setting is stored for the drive profile currently used."
33509608_121.cml_Time_2	Time	"Setting the time format

 About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Date and time 
4.  Time format: 
5. Select desired setting.The setting is stored for the drive profile currently used."
33509608_121.cml_Time_3	Time	"Setting the clock time display

 The clock time can be displayed in analog or digital form.
About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Displays 
4.  Instrument panel 
5.  Time 
6. Select desired setting.The setting is stored for the drive profile currently used."
33509608_121.cml_Time_4	Time	"Automatic time setting

 Depending on your vehicle's optional features, the time, date and, if needed, the time zone are updated automatically.
About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Date and time 
4.  Automatic time setting The setting is stored for the drive profile currently used."
33509684_666.cml_Points_of_Interest_0	Points of Interest	"Displaying Points of Interest on the map

 The Point of Interest categories can be displayed on the map as symbols.
Select categories:
1.  Navigation 
2.  Settings 
3.  Map settings 
4.  Map elements 
5.  Points of Interest 
6. Select desired setting.The display in the function bar of the map view can be switched on and off."
33509700_890.cml_Adjusting_0	Adjusting	"Brightness

 1.  My Vehicle 
2.  iDrive settings 
3.  Control display 
4. Adjust the brightness of the screen."
33509700_890.cml_Adjusting_1	Adjusting	"Language

 1.  My Vehicle 
2.  iDrive settings 
3.  Language 
4. Select a language for all screens."
33509700_890.cml_Adjusting_2	Adjusting	"Headphones/remote control

 Connect cordless headphones.
Connect remote control."
33509700_890.cml_Adjusting_3	Adjusting	"Tone

 If the vehicle loudspeakers are selected for sound output, the settings are adjusted as in the front.
If headphones are selected for sound output, treble, bass, and surround can be adjusted only. The settings are made separately for the left and right headphones.
1.  My Vehicle 
2.  iDrive settings 
3.  Tone "
33509949_590.cml_Ionization_0	Ionization	"Ionization cleans the vehicle's interior air of suspended particles."
33509949_590.cml_Ionization_1	Ionization	"Switching ionization on/off

 About iDrive:
1.  My Vehicle 
2.  Vehicle settings 
3.  Climate functions 
4.  Air quality 
5.  Ionization An indicator in the climate control display signals that the ionization is switched on.
Ionization can also be operated using BMW Touch Command."
33510285_283.cml_Calling_up_information_0	Calling up information	"Press and hold button on blinker lever.
The respective information is displayed in the instrument cluster."
33510372_591.cml_Fragrancing_0	Fragrancing	"General information

 Perfuming is done at intervals in order to avoid a habituation effect.
Two fragrance cartridges in the vehicle allow comfortable switching between the fragrances.
The fragrance cartridges are located in the glove compartment."
33510372_591.cml_Fragrancing_1	Fragrancing	"Overview

 Button in the center console

 Ambient air package
Switch fragrancing on/off, adjust intensity."
33510372_591.cml_Fragrancing_2	Fragrancing	"Functional requirements

 - Fragrance cartridges are sufficiently filled.
- Interior temperature between +5 °C +5 °C/41 °F 41 °F/+5 °C  and +40 °C +40 °C/104 °F 104 °F/+40 °C ."
33510372_591.cml_Fragrancing_3	Fragrancing	"Selecting the fragrance

 Two different fragrances can be selected in the vehicle.
About iDrive:
1.  My Vehicle 
2.  Vehicle settings 
3.  Climate functions 
4.  Air quality 
5.  Fragrance 
6. Select desired setting.The setting is stored for the drive profile currently used."
33510372_591.cml_Fragrancing_4	Fragrancing	"Switching fragrancing on/off, adjusting intensity

 Via the iDrive

 1.  My Vehicle 
2.  Vehicle settings 
3.  Climate functions 
4.  Air quality 
5.  Fragrance 
6.  Level 
7. Select desired setting.Using the button

 Press button once for each intensity level.
Highest intensity if three bars are shown on the climate control display.
Fragrancing is deactivated if no bars are displayed.
About BMW Touch Command

 The ambient air package can also be operated using BMW Touch Command."
33510372_591.cml_Fragrancing_5	Fragrancing	"Display

 On the Control Display

 With operation via button, the menu of the Ambient Air Package can be displayed on the Control Display automatically.
Thus additional settings can be made if desired.
About iDrive:
1.  My Vehicle 
2.  Vehicle settings 
3.  Climate functions 
4.  Air quality 
5.  Fragrance 
6.  Show fragrance setting The menu is shown on the Control Display.
Fragrance cartridge filling level

 The illustrations on the Control Display show the actual filling level of the fragrance cartridges.
About iDrive:
1.  My Vehicle 
2.  Vehicle settings 
3.  Climate functions 
4.  Air quality 
5.  Fragrance 
The fill level of the current fragrance is displayed.
6. Select desired setting.If an empty fragrance cartridge is indicated, carrier fluid is still left. However, it is not sufficient for the perfuming.
A required fragrance cartridge replacement is automatically indicated on the Control Display."
33510372_591.cml_Fragrancing_6	Fragrancing	"Inserting fragrance cartridges

 The system can be accessed via the glove compartment.
1. Open the glove compartment.
2. Press on the bottom of the cartridge holder, arrow.
The cartridge holder slides down.
3. Remove cover of the fragrance cartridge to be inserted. Touch the cover on its top to push it away from the fragrance cartridge, arrow 1.
Insert the cover on the back side of the fragrance cartridge, arrow 2.
4. Position fragrance cartridge such that the chip faces away from the cartridge holder, arrow 1.
Insert the fragrance cartridge without pressure into the cartridge holder, arrow 2. The cartridge engages easily noticeable.
5. Push the cartridge holder up, until it engages.
Make sure that no objects press against the cartridge holder from below, otherwise the function of the ambient air package could be impacted.
6. Close the glove compartment. Removing the fragrance cartridge

 The fragrance cartridges are accessed via the glove compartment.
1. Open the glove compartment.
2. Press on the bottom of the cartridge holder, arrow.
The cartridge holder slides down.
3. Fragrance cartridge, arrow 1: corresponds to the first fragrance indicated on the Control Display.
Fragrance cartridge, arrow 2: corresponds to the second fragrance indicated on the Control Display.
4. Pull the desired fragrance cartridge from the holder, arrow.Empty fragrance cartridges can taken to a dealer's service center or another qualified service center or repair shop for recycling. Inserting the fragrance cartridge

 The system can be accessed via the glove compartment.
1. Open the glove compartment.
2. Press onto the cartridge holder, arrow.
The cartridge holder slides out.
3. Remove cover of the fragrance cartridge to be inserted. Touch the cover on its top to push it away from the fragrance cartridge, arrow 1.
Insert the cover on the back side of the fragrance cartridge, arrow 2.
4. Position fragrance cartridge such that the chip faces away from the cartridge holder, arrow 1.
Insert the fragrance cartridge without pressure into the cartridge holder, arrow 2. The cartridge engages easily noticeable.
5. Push in the cartridge holder for closing, until it engages.
Make sure that no objects press against the cartridge holder from the side, otherwise the system function could be impacted.
6. Close the glove compartment. Removing the fragrance cartridge

 The fragrance cartridges are accessed via the glove compartment.
1. Open the glove compartment.
2. Press onto the cartridge holder, arrow.
The cartridge holder slides out.
3. Fragrance cartridge 1: corresponds to the first fragrance indicated on the Control Display.
Fragrance cartridge 2: corresponds to the second fragrance indicated on the Control Display.
4. Pull the fragrance cartridge to be removed from the holder, arrow.Empty fragrance cartridges can taken to a dealer's service center or another qualified service center or repair shop for recycling."
33510450_968.cml_Operating_via_a_SIM_card_0	Operating via a SIM card	"The concept

 The snap-in adapter directly accesses the SIM card in the mobile phone."
33510450_968.cml_Operating_via_a_SIM_card_1	Operating via a SIM card	"Inserting the SIM card

 1. Press button, arrow 1.
2. Pull the snap-in adapter up and forward, arrow 2.
3. Insert the SIM card as shown on the side of the snap-in adapter.
4. Push the bottom of the snap-in adapter until it locks into place.
5. Press down until it engages."
33510450_968.cml_Operating_via_a_SIM_card_2	Operating via a SIM card	"Removing the SIM card

 Press to remove the SIM card from the snap-in adapter."
33510515_917.cml_New_e-mail_0	New e-mail	"About iDrive:
1.  Communication 
2.  Email 
3.  Compose email 
4.  To: 
Enter e-mail address or contact. Turn Controller to the right as needed to select the contact from the list of results.
5.  From: 
Select account as needed, from which the e-mail should be sent.
6.  Subject: 
Text recognition.
7.  Text: .
Text recognition.
8.  Send To cancel:  Delete all content "
33510711_841.cml_Radio_0	Radio	"General information

 The settings are stored in the currently used profile."
33510833_679.cml_Lines_in_the_map_0	Lines in the map	"Streets and routes are displayed in different colors and styles depending on their classification.
- Dashed lines: railways and ferry connections.
- Thin lines: country borders."
33510833_770.cml_Lines_in_the_map_0	Lines in the map	"Streets and routes are displayed in different colors and styles depending on their classification.
- Dashed lines: railways and ferry connections.
- Thin lines: country borders."
33510859_606.cml_Sockets_0	Sockets	"Rear center armrest

 There is a socket in the storage compartment in the center armrest, arrow."
33510874_155.cml_Glass_sunroof,_electricPanoramic_glass_sunroofPanoramic_glass_sunroof_Sky_Lounge_0	Glass sunroof, electric Panoramic glass sunroof Panoramic glass sunroof Sky Lounge	"General information

 The glass sunroof and the front sliding visor can be operated together or separately using the same switch. The rear sliding visor is operated using separate buttons.
The glass sunroof is operational when operating readiness is switched on."
33510874_155.cml_Glass_sunroof,_electricPanoramic_glass_sunroofPanoramic_glass_sunroof_Sky_Lounge_1	Glass sunroof, electric Panoramic glass sunroof Panoramic glass sunroof Sky Lounge	"Information Information 

 Do not put your face and body outside of the closing path Keep the closing path clear Take the remote control with you"
33510874_155.cml_Glass_sunroof,_electricPanoramic_glass_sunroofPanoramic_glass_sunroof_Sky_Lounge_2	Glass sunroof, electric Panoramic glass sunroof Panoramic glass sunroof Sky Lounge	"Overview

 Glass sunroof"
33510874_155.cml_Glass_sunroof,_electricPanoramic_glass_sunroofPanoramic_glass_sunroof_Sky_Lounge_3	Glass sunroof, electric Panoramic glass sunroof Panoramic glass sunroof Sky Lounge	"Lifting/closing glass sunroof

 Push switch briefly upward.
- The closed glass sunroof is tilted and the sliding visor opens slightly.
- The opened glass sunroof closes until it is in its tilted position. The sliding visor does not move.
- The tilted glass sunroof is being closed."
